rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,stage_state_count,canonical_person_program_count,person_count,program_count,deterministic_advancement_count,deterministic_completion_count,source_refresh_required_count,manual_review_required_count,carry_forward_count,duplicate_contract_count,stale_by_refresh_count,fresh_observation_required_count,auto_classifiable_transition_count,dominant_stage_state_status,dominant_staleness_bucket,dominant_policy_lane,dominant_diff_readiness_status,recommended_operator_action,stale_information_policy,evidence_json
training_stage_state_rollup_6fb247aeb14b606e6d12,program_role,Clinical Chemistry Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Clinical Chemistry Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_ca167c2c711e01147bbc,program_role,Clinical Microbiology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Clinical Microbiology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_8a8766745ef6d8ea5c8e,program_role,Colon and Rectal Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Colon and Rectal Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_fc937306c7a51a176bd2,program_role,Combined Internal Medicine-Dermatology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Combined Internal Medicine-Dermatology Residency,US_GME_RESIDENCY_4Y,2027-08-15,7,5,5,1,6,1,0,0,0,4,7,7,7,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 7}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 6, ""deterministic_expected_completion"": 1}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 6, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 7}}"
training_stage_state_rollup_b7327ae1afcc15f9aacf,program_role,Craniofacial Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Craniofacial Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_14cf7b8d248a6239f68c,program_role,Cytopathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cytopathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_6a153b4623ef24dba750,program_role,Diagnostic Radiology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Diagnostic Radiology Residency,US_GME_RESIDENCY_5Y,2027-08-15,54,54,54,1,0,0,54,0,0,0,54,54,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 54}, ""policy_lane_counts"": {""source_refresh_required"": 54}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 54}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 54}}"
training_stage_state_rollup_c9672cff52f609eba79f,program_role,"Endocrinology, Diabetes and Metabolism Fellowship::fellow",University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,"Endocrinology, Diabetes and Metabolism Fellowship",none,2027-08-15,21,21,21,1,4,4,0,0,13,0,8,8,8,carry_forward_until_fresh_source_contradiction,fresh_contradiction_only,carry_forward_no_change,diff_no_change_expected,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 8, ""diff_no_change_expected"": 13}, ""policy_lane_counts"": {""carry_forward_no_change"": 13, ""deterministic_expected_advancement"": 4, ""deterministic_expected_completion"": 4}, ""stage_state_status_counts"": {""carry_forward_until_fresh_source_contradiction"": 13, ""expected_to_advance_if_fresh_next_stage_observed"": 4, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 4}, ""staleness_bucket_counts"": {""fresh_contradiction_only"": 13, ""stale_by_projected_refresh"": 8}}"
training_stage_state_rollup_ec1e91aceb5948efba82,program_role,Facial Plastic and Reconstructive Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Facial Plastic and Reconstructive Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_bccbbf1ca24995c83e7a,program_role,Family Medicine Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Family Medicine Residency,US_GME_RESIDENCY_3Y,2027-08-15,35,35,35,1,23,12,0,0,0,0,35,35,35,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 35}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 23, ""deterministic_expected_completion"": 12}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 23, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 12}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 35}}"
training_stage_state_rollup_b3638ca6ffad1fe6cc0f,program_role,Foot and Ankle Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Foot and Ankle Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_06c74f73b5d71c05a596,program_role,GI/Hepatic Pathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,GI/Hepatic Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_caa6b5e9530a092678a2,program_role,Gastroenterology and Hepatology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Gastroenterology and Hepatology Fellowship,US_GME_FELLOWSHIP_3Y,2027-08-15,23,23,23,1,16,7,0,0,0,0,23,23,23,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 23}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 16, ""deterministic_expected_completion"": 7}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 16, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 7}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 23}}"
training_stage_state_rollup_0836f4c2a3f8bbd17e5f,program_role,General Surgery Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,General Surgery Residency,US_GME_RESIDENCY_5Y,2027-08-15,75,75,75,1,36,13,26,0,0,0,75,75,49,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 49, ""diff_source_refresh_bound"": 26}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 36, ""deterministic_expected_completion"": 13, ""source_refresh_required"": 26}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 36, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 13, ""must_refresh_source_before_retention_or_change"": 26}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 75}}"
training_stage_state_rollup_71adf967a679060bb7f6,program_role,Geriatric Medicine Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Geriatric Medicine Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,3,3,3,1,0,0,2,1,0,0,3,3,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_review_bound"": 1, ""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""manual_review_required"": 1, ""source_refresh_required"": 2}, ""stage_state_status_counts"": {""manual_review_required_before_any_stage_mutation"": 1, ""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 1, ""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_68b900b3b35012af90c5,program_role,Gynecologic Oncology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Gynecologic Oncology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,6,6,6,1,0,0,6,0,0,0,6,6,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 6}, ""policy_lane_counts"": {""source_refresh_required"": 6}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 6}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 6}}"
training_stage_state_rollup_c8dd08d37797ed3c8831,program_role,Hand Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Hand Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_4ee712fb160ec2586ba9,program_role,"Head and Neck Surgical Oncology, Microvascular Reconstruction, and Robotic Surgery Fellowship::fellow",University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,"Head and Neck Surgical Oncology, Microvascular Reconstruction, and Robotic Surgery Fellowship",US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
